UserID,Timestamp,Accuracy
6420063,2024-10-05 05:22:18.676846+00:00,52.82%
6420063,2024-10-05 05:22:19.224181+00:00,49.17%
6420063,2024-10-05 05:22:19.477565+00:00,46.58%
6420063,2024-10-05 05:22:19.678566+00:00,53.64%
6420063,2024-10-05 05:22:19.880251+00:00,54.83%
6420063,2024-10-05 05:22:20.090444+00:00,52.53%
6420063,2024-10-05 05:22:20.281739+00:00,54.26%
6420063,2024-10-05 05:22:20.470368+00:00,54.20%
6420063,2024-10-05 05:22:20.656141+00:00,54.78%
6420063,2024-10-05 05:22:20.843439+00:00,50.21%
6420063,2024-10-05 05:22:21.031137+00:00,59.70%
6420063,2024-10-05 05:22:21.217971+00:00,60.06%
6420063,2024-10-05 05:22:21.405204+00:00,59.24%
6420063,2024-10-05 05:22:21.594385+00:00,57.79%
6420063,2024-10-05 05:22:21.780732+00:00,55.89%
6420063,2024-10-05 05:22:21.967544+00:00,55.50%
6420063,2024-10-05 05:22:22.153898+00:00,54.92%
6420063,2024-10-05 05:22:22.340214+00:00,56.34%
6420063,2024-10-05 05:22:22.527680+00:00,59.49%
6420063,2024-10-05 05:22:22.716434+00:00,59.71%
6420063,2024-10-05 05:22:22.905865+00:00,57.63%
6420063,2024-10-05 05:22:23.092709+00:00,58.46%
6420063,2024-10-05 05:22:23.278114+00:00,58.25%
6420063,2024-10-05 05:22:23.463903+00:00,48.34%
6420063,2024-10-05 05:22:23.650046+00:00,55.03%
6420063,2024-10-05 05:22:23.836318+00:00,59.90%
6420063,2024-10-05 05:22:24.023160+00:00,51.81%
6420063,2024-10-05 05:22:24.209727+00:00,55.72%
6420063,2024-10-05 05:22:24.396747+00:00,58.29%
6420063,2024-10-05 05:22:24.582651+00:00,58.57%
6420063,2024-10-05 05:22:24.770838+00:00,58.27%
6420063,2024-10-05 05:22:24.956518+00:00,58.49%
6420063,2024-10-05 05:22:25.141537+00:00,59.71%
6420063,2024-10-05 05:22:25.327235+00:00,59.78%
6420063,2024-10-05 05:22:25.512405+00:00,60.56%
6420063,2024-10-05 05:22:25.697517+00:00,65.20%
6420063,2024-10-05 05:22:25.883727+00:00,64.08%
6420063,2024-10-05 05:22:26.069658+00:00,66.33%
6420063,2024-10-05 05:22:26.254841+00:00,64.09%
6420063,2024-10-05 05:22:26.439755+00:00,62.65%
6420063,2024-10-05 05:22:26.625689+00:00,56.63%
6420063,2024-10-05 05:22:26.811407+00:00,61.19%
6420063,2024-10-05 05:22:26.998262+00:00,59.34%
6420063,2024-10-05 05:22:27.185392+00:00,61.39%
6420063,2024-10-05 05:22:27.371044+00:00,60.88%
6420063,2024-10-05 05:22:27.556459+00:00,61.72%
6420063,2024-10-05 05:22:27.742693+00:00,61.05%
6420063,2024-10-05 05:22:27.930264+00:00,62.16%
6420063,2024-10-05 05:22:28.115921+00:00,61.79%
6420063,2024-10-05 05:22:28.301239+00:00,63.33%
6420063,2024-10-05 05:22:28.485221+00:00,62.72%
