UserID,Timestamp,Accuracy
6420063,2024-10-05 05:11:42.454329+00:00,51.34%
6420063,2024-10-05 05:11:42.639106+00:00,58.31%
6420063,2024-10-05 05:11:42.824912+00:00,58.19%
6420063,2024-10-05 05:11:43.010740+00:00,56.10%
6420063,2024-10-05 05:11:43.197491+00:00,51.87%
6420063,2024-10-05 05:11:43.383520+00:00,55.69%
6420063,2024-10-05 05:11:43.569911+00:00,56.25%
6420063,2024-10-05 05:11:43.755712+00:00,48.73%
6420063,2024-10-05 05:11:43.941833+00:00,58.20%
6420063,2024-10-05 05:11:44.126874+00:00,46.88%
6420063,2024-10-05 05:11:44.310441+00:00,50.97%
6420063,2024-10-05 05:11:44.494962+00:00,53.99%
6420063,2024-10-05 05:11:44.679339+00:00,52.09%
6420063,2024-10-05 05:11:44.865812+00:00,53.82%
6420063,2024-10-05 05:11:45.051298+00:00,48.13%
6420063,2024-10-05 05:11:45.236235+00:00,54.37%
6420063,2024-10-05 05:11:45.422743+00:00,48.25%
6420063,2024-10-05 05:11:45.957414+00:00,44.10%
6420063,2024-10-05 05:11:47.362958+00:00,52.26%
6420063,2024-10-05 05:11:47.896697+00:00,48.56%
6420063,2024-10-05 05:11:48.780473+00:00,58.83%
6420063,2024-10-05 05:11:48.965582+00:00,59.68%
6420063,2024-10-05 05:11:49.150553+00:00,55.75%
6420063,2024-10-05 05:11:49.334827+00:00,51.38%
6420063,2024-10-05 05:11:49.520805+00:00,57.57%
6420063,2024-10-05 05:11:49.707022+00:00,49.62%
6420063,2024-10-05 05:11:49.892554+00:00,46.05%
6420063,2024-10-05 05:11:50.077949+00:00,50.22%
6420063,2024-10-05 05:11:50.263416+00:00,49.07%
6420063,2024-10-05 05:11:50.447249+00:00,49.81%
6420063,2024-10-05 05:11:50.632658+00:00,49.90%
6420063,2024-10-05 05:11:50.817470+00:00,54.93%
6420063,2024-10-05 05:11:51.004046+00:00,55.54%
