UserID,Timestamp,Accuracy
6420063,2024-10-05 05:06:01.411442+00:00,69.21%
6420063,2024-10-05 05:06:02.187498+00:00,66.47%
6420063,2024-10-05 05:06:02.553129+00:00,65.47%
6420063,2024-10-05 05:06:02.762924+00:00,62.87%
6420063,2024-10-05 05:06:02.959891+00:00,62.81%
6420063,2024-10-05 05:06:03.153923+00:00,64.32%
6420063,2024-10-05 05:06:03.344139+00:00,60.47%
6420063,2024-10-05 05:06:03.570512+00:00,60.55%
6420063,2024-10-05 05:06:03.760902+00:00,58.27%
6420063,2024-10-05 05:06:03.947833+00:00,62.07%
6420063,2024-10-05 05:06:04.146075+00:00,62.89%
6420063,2024-10-05 05:06:04.365088+00:00,63.98%
6420063,2024-10-05 05:06:04.551753+00:00,66.17%
6420063,2024-10-05 05:06:04.739615+00:00,61.87%
6420063,2024-10-05 05:06:04.925216+00:00,63.53%
6420063,2024-10-05 05:06:05.112344+00:00,63.77%
6420063,2024-10-05 05:06:05.300788+00:00,64.05%
6420063,2024-10-05 05:06:05.488358+00:00,59.89%
6420063,2024-10-05 05:06:05.693429+00:00,59.63%
6420063,2024-10-05 05:06:05.882067+00:00,60.48%
6420063,2024-10-05 05:06:06.066957+00:00,61.46%
6420063,2024-10-05 05:06:06.252759+00:00,62.75%
6420063,2024-10-05 05:06:06.438288+00:00,65.18%
6420063,2024-10-05 05:06:06.623926+00:00,63.95%
6420063,2024-10-05 05:06:06.811169+00:00,63.50%
6420063,2024-10-05 05:06:07.000247+00:00,65.81%
6420063,2024-10-05 05:06:07.187023+00:00,64.37%
6420063,2024-10-05 05:06:07.372344+00:00,67.30%
6420063,2024-10-05 05:06:07.560996+00:00,67.09%
6420063,2024-10-05 05:06:07.748014+00:00,66.00%
6420063,2024-10-05 05:06:07.932955+00:00,64.84%
6420063,2024-10-05 05:06:08.118642+00:00,58.97%
6420063,2024-10-05 05:06:08.305887+00:00,64.89%
6420063,2024-10-05 05:06:08.490727+00:00,65.35%
6420063,2024-10-05 05:06:08.676624+00:00,58.27%
6420063,2024-10-05 05:06:08.863097+00:00,59.08%
6420063,2024-10-05 05:06:09.048812+00:00,61.97%
6420063,2024-10-05 05:06:09.234971+00:00,63.66%
6420063,2024-10-05 05:06:09.420267+00:00,62.59%
6420063,2024-10-05 05:06:09.606514+00:00,62.12%
6420063,2024-10-05 05:06:09.792448+00:00,62.03%
6420063,2024-10-05 05:06:09.978720+00:00,64.69%
6420063,2024-10-05 05:06:10.164934+00:00,60.51%
6420063,2024-10-05 05:06:10.349681+00:00,61.89%
6420063,2024-10-05 05:06:10.534029+00:00,66.27%
6420063,2024-10-05 05:06:10.719933+00:00,60.53%
6420063,2024-10-05 05:06:10.905844+00:00,57.13%
6420063,2024-10-05 05:06:11.090872+00:00,61.21%
6420063,2024-10-05 05:06:11.276945+00:00,64.99%
6420063,2024-10-05 05:06:11.463081+00:00,63.36%
